COSC1437, 1122334, Cory Caddell, 82.88, B, 5.0, 4.50, 3.25, 2.75, 5.00, 5.00, 4.25, 5.00, 2.25, 4.50, 5.00, 2.50, 3.50, 4.00, 4.50, 7.50, 8.00, 9.50, 1.00, 10.00, 7.50, 9.25, 9.00, 8.75, 10.00, 27.00, 25.50, 22.50, 28.00, 22.25, 25.50, 30.00, 65.00, 20.00, 20.00, 75.00, 82.50, 78.25
COSC1437, 1122334, Cory Caddell, 82.88, B, 5.0, 4.50, 3.25, 2.75, 5.00, 5.00, 4.25, 5.00, 2.25, 4.50, 5.00, 2.50, 3.50, 4.00, 4.50, 7.50, 8.00, 9.50, 1.00, 10.00, 7.50, 9.25, 9.00, 8.75, 10.00, 27.00, 25.50, 22.50, 28.00, 22.25, 25.50, 30.00, 65.00, 20.00, 20.00, 75.00, 82.50, 78.25
COSC1437, 1122334, Cory Caddell, 82.88, B, 5.0, 4.50, 3.25, 2.75, 5.00, 5.00, 4.25, 5.00, 2.25, 4.50, 5.00, 2.50, 3.50, 4.00, 4.50, 7.50, 8.00, 9.50, 1.00, 10.00, 7.50, 9.25, 9.00, 8.75, 10.00, 27.00, 25.50, 22.50, 28.00, 22.25, 25.50, 30.00, 65.00, 20.00, 20.00, 75.00, 82.50, 78.25
COSC1437, 1122334, Cory Caddell, 82.88, B, 5.0, 4.50, 3.25, 2.75, 5.00, 5.00, 4.25, 5.00, 2.25, 4.50, 5.00, 2.50, 3.50, 4.00, 4.50, 7.50, 8.00, 9.50, 1.00, 10.00, 7.50, 9.25, 9.00, 8.75, 10.00, 27.00, 25.50, 22.50, 28.00, 22.25, 25.50, 30.00, 65.00, 20.00, 20.00, 75.00, 82.50, 78.25
COSC1437, 1122334, Cory Caddell, 82.88, B, 5.0, 4.50, 3.25, 2.75, 5.00, 5.00, 4.25, 5.00, 2.25, 4.50, 5.00, 2.50, 3.50, 4.00, 4.50, 7.50, 8.00, 9.50, 1.00, 10.00, 7.50, 9.25, 9.00, 8.75, 10.00, 27.00, 25.50, 22.50, 28.00, 22.25, 25.50, 30.00, 65.00, 20.00, 20.00, 75.00, 82.50, 78.25
COSC1437, 1122334, Cory Caddell, 82.88, B, 5.0, 4.50, 3.25, 2.75, 5.00, 5.00, 4.25, 5.00, 2.25, 4.50, 5.00, 2.50, 3.50, 4.00, 4.50, 7.50, 8.00, 9.50, 1.00, 10.00, 7.50, 9.25, 9.00, 8.75, 10.00, 27.00, 25.50, 22.50, 28.00, 22.25, 25.50, 30.00, 65.00, 20.00, 20.00, 75.00, 82.50, 78.25
COSC1437, 1122334, Cory Caddell, 82.88, B, 5.0, 4.50, 3.25, 2.75, 5.00, 5.00, 4.25, 5.00, 2.25, 4.50, 5.00, 2.50, 3.50, 4.00, 4.50, 7.50, 8.00, 9.50, 1.00, 10.00, 7.50, 9.25, 9.00, 8.75, 10.00, 27.00, 25.50, 22.50, 28.00, 22.25, 25.50, 30.00, 65.00, 20.00, 20.00, 75.00, 82.50, 78.25
COSC1437, 1122334, Cory Caddell, 82.88, B, 5.0, 4.50, 3.25, 2.75, 5.00, 5.00, 4.25, 5.00, 2.25, 4.50, 5.00, 2.50, 3.50, 4.00, 4.50, 7.50, 8.00, 9.50, 1.00, 10.00, 7.50, 9.25, 9.00, 8.75, 10.00, 27.00, 25.50, 22.50, 28.00, 22.25, 25.50, 30.00, 65.00, 20.00, 20.00, 75.00, 82.50, 78.25
COSC1437, 1122334, Cory Caddell, 82.88, B, 5.0, 4.50, 3.25, 2.75, 5.00, 5.00, 4.25, 5.00, 2.25, 4.50, 5.00, 2.50, 3.50, 4.00, 4.50, 7.50, 8.00, 9.50, 1.00, 10.00, 7.50, 9.25, 9.00, 8.75, 10.00, 27.00, 25.50, 22.50, 28.00, 22.25, 25.50, 30.00, 65.00, 20.00, 20.00, 75.00, 82.50, 78.25
COSC1437, 1122334, Cory Caddell, 82.88, B, 5.0, 4.50, 3.25, 2.75, 5.00, 5.00, 4.25, 5.00, 2.25, 4.50, 5.00, 2.50, 3.50, 4.00, 4.50, 7.50, 8.00, 9.50, 1.00, 10.00, 7.50, 9.25, 9.00, 8.75, 10.00, 27.00, 25.50, 22.50, 28.00, 22.25, 25.50, 30.00, 65.00, 20.00, 20.00, 75.00, 82.50, 78.25
COSC1437, 1122334, Cory Caddell, 82.88, B, 5.0, 4.50, 3.25, 2.75, 5.00, 5.00, 4.25, 5.00, 2.25, 4.50, 5.00, 2.50, 3.50, 4.00, 4.50, 7.50, 8.00, 9.50, 1.00, 10.00, 7.50, 9.25, 9.00, 8.75, 10.00, 27.00, 25.50, 22.50, 28.00, 22.25, 25.50, 30.00, 65.00, 20.00, 20.00, 75.00, 82.50, 78.25
COSC1437, e1234567, Cory Caddell, 7.25, F, 1.0, 1.00, 1.00, 1.00, 1.00, 11.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 11.00, 1.00, 1.00, 1.00, 1.00
